"doc_id","text","album","year","songwriters","vocals","songwriter_Harrison","songwriter_Lennon","songwriter_McCartney","songwriter_Starr","vocals_Harrison","vocals_Lennon","vocals_McCartney","vocals_Starr","negative","positive","<NA>","sentiment"
"Why Don't We Do It in the Road?","Why don't we do it in the road? Mm Why don't we do it in the road? Ah Why don't we do it in the road? Mm Why don't we do it in the road? Mm No one will be watching us Why don't we do it in the road?  Why don't we do it in the road? Why don't we do it in the road? Why don't we do it in the road? Why don't we do it in the road? No one will be watching us Why don't we do it in the road?  Ooh  Why don't we do it in the road? Why don't we do it in the road? Why don't we do it, do it in the road? Why don't we do it in the road? No one will be watching us Why don't we do it in the road?","The Beatles","1968","McCartney","McCartney",0,0,1,0,0,0,1,0,0,0,25,0
"Wild Honey Pie","Honey Pie Honey Pie  Honey Pie Honey Pie  Honey Pie Honey Pie Honey Pie Honey Pie  I love you, Honey Pie","The Beatles","1968","McCartney","McCartney",0,0,1,0,0,0,1,0,0,1,18,1
"With a Little Help from My Friends","Billy Shears  What would you think if I sang out of tune Would you stand up and walk out on me? Lend me your ears and I'll sing you a song And I'll try not to sing out of key Oh I get by with a little help from my friends Mm I get high with a little help from my friends Mm gonna try with a little help from my friends  What do I do when my love is away? (Does it worry you to be alone?) How do I feel by the end of the day? (Are you sad because you're on your own?) No I get by with a little help from my friends Mm I get high with a little help from my friends Mm gonna try with a little help from my friends  (Do you need anybody?) I need somebody to love (Could it be anybody?) I want somebody to love  (Would you believe in a love at first sight?) Yes I'm certain that it happens all the time (What do you see when you turn out the light?) I can't tell you, but I know it's mine Oh I get by with a little help from my friends Mm I get high with a little help from my friends Oh I'm gonna try with a little help from my friends  (Do you need anybody?) I just need someone to love (Could it be anybody?) I want somebody to love  Oh I get by with a little help from my friends Mm gonna try with a little help from my friends Oh I get high with a little help from my friends Yes I get by with a little help from my friends With a little help from my friends","Sgt. Pepper's Lonely Hearts Club Band","1967","Lennon/McCartney","Lennon/McCartney/Starr",0,1,1,0,0,1,1,1,2,6,111,4
"Within You Without You","We were talking about the space between us all And the people who hide themselves behind a wall of illusion Never glimpse the truth, then it's far too late, when they pass away We were talking about the love we all could share When we find it, to try our best to hold it there with our love With our love, we could save the world, if they only knew  Try to realise it's all within yourself No one else can make you change And to see you're really only very small And life flows on within you and without you  We were talking about the love that's gone so cold And the people who gain the world and lose their soul They don't know, they can't see, are you one of them?  When you've seen beyond yourself then you may find Peace of mind is waiting there And the time will come when you see we're all one And life flows on within you and without you","Sgt. Pepper's Lonely Hearts Club Band","1967","Harrison","Harrison",1,0,0,0,1,0,0,0,3,7,59,4
"Yellow Submarine","In the town where I was born Lived a man who sailed to sea And he told us of his life In the land of submarines  So we sailed up to the sun 'Til we found the sea of green And we lived beneath the waves In our yellow submarine  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  And our friends are all aboard Many more of them live next door And the band begins to play  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  Full speed ahead, Mr. Boatswain, full speed ahead! Full speed it is, Sergeant! Cut the cable, drop the cable! Aye-aye, sir, aye-aye! Captain, Captain!  As we live a life of ease (a life of ease) Everyone of us (everyone of us) has all we need (has all we need) Sky of blue (sky of blue) and sea of green (sea of green) In our yellow (in our yellow) submarine (submarine, ah-ha)  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine","Revolver","1966","Lennon/McCartney","Starr",0,1,1,0,0,0,0,1,0,2,125,2
"Yer Blues","2,3  Yes I'm lonely wanna die Yes I'm lonely wanna die If I ain't dead already Ooh girl you know the reason why  In the morning wanna die In the evening wanna die If I ain't dead already Ooh girl you know the reason why  My mother was of the sky My father was of the earth But I am of the universe And you know what it's worth I'm lonely wanna die If I ain't dead already Ooh girl you know the reason why  The eagle picks my eye The worm he licks my bone I feel so suicidal Just like Dylan's Mr. Jones Lonely wanna die If I ain't dead already Ooh girl you know the reason why  Black cloud crossed my mind Blue mist round my soul Feel so suicidal Even hate my rock 'n' roll Wanna die yeah wanna die If I ain't dead already Ooh girl you know the reason why","The Beatles","1968","Lennon","Lennon",0,1,0,0,0,1,0,0,22,2,69,-20
"Yesterday","Yesterday all my troubles seemed so far away. Now it looks as though they're here to stay. Oh, I believe in yesterday.  Suddenly, I'm not half the man I used to be. There's a shadow hanging over me. Oh, yesterday came suddenly.  Why she had to go? I don't know, she wouldn't say. I said something wrong. Now I long for yesterday.  Yesterday love was such an easy game to play. Now I need a place to hide away. Oh, I believe in yesterday.  Why she had to go? I don't know, she wouldn't say. I said something wrong. Now I long for yesterday.  Yesterday love was such an easy game to play. Now I need a place to hide away. Oh, I believe in yesterday.  Mm mm mm mm mm mm mm.","Help!","1965","McCartney","McCartney",0,0,1,0,0,0,1,0,3,4,53,1
"You Can't Do That","I got something to say that might cause you pain If I catch you talking to that boy again I'm gonna let you down And leave you flat Because I told you before, oh You can't do that  Well, it's the second time I've caught you talking to him Do I have to tell you one more time, I think it's a sin I think I'll let you down (Let you down) Leave you flat (Gonna let you down and leave you flat) Because I've told you before, oh You can't do that  Everybody's green Cos I'm the one who won your love But if they'd seen You're talking that way they'd laugh in my face  So please listen to me, if you wanna stay mine I can't help my feelings, I'll go out of my mind I'm gonna let you down (Let you down) And leave you flat (Gonna let you down and leave you flat) Because I've told you before, oh You can't do that, oh  (You can't do that You can't do that You can't do that You can't do that You can't do that)  Everybody's green Cos I'm the one who won your love But if they'd seen You're talking that way they'd laugh in my face  So please listen to me, if you wanna stay mine I can't help my feelings, I'll go out of my mind I'm gonna let you down (Let you down) And leave you flat (Gonna let you down and leave you flat) Because I've told you before, oh You can't do that","A Hard Day's Night","1964","Lennon","Lennon",0,1,0,0,0,1,0,0,2,5,85,3
"You Like Me Too Much","Though you've gone away this morning You'll be back again tonight Telling me there'll be no next time If I just don't treat you right You'll never leave me and you know it's true Cos you like me too much and I like you  You've tried before to leave me But you haven't got the nerve To walk out and make me lonely Which is all that I deserve You'll never leave me and you know it's true Cos you like me too much and I like you  I really do, and it's nice when you believe me If you leave me  I will follow you and bring you back where you belong Cos I could't really stand it I admit that I was wrong I wouldn't let you leave me cos it's true Cos you like me too much and I like you  Cos you like me too much and I like you I really do, and it's nice when you believe me If you leave me  I will follow you and bring you back where you belong Cos I could't really stand it I admit that I was wrong I wouldn't let you leave me cos it's true Cos you like me too much and I like you Cos you like me too much and I like you","Help!","1965","Harrison","Harrison",1,0,0,0,1,0,0,0,3,15,70,12
"You Never Give Me Your Money","You never give me your money You only give me your funny paper And in the middle of negotiations You break down  I never give you my number I only give you my situation And in the middle of investigation I break down  Out of college, money spent See no future, pay no rent All the money's gone, nowhere to go Any jobber got the sack Monday morning, turning back Yellow lorry slow, nowhere to go But oh, that magic feeling, nowhere to go Oh, that magic feeling, nowhere to go Nowhere to go  Aaaaahhhhhhhhhh... Aaaaahhhhhhhhhh... Aaaaahhhhhhhhhh...  One sweet dream Pick up the bags and get in the limousine Soon we'll be away from here Step on the gas and wipe that tear away One sweet dream came true today Came true today Came true today (Yes it did)  One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven (fade out)","Abbey Road","1969","McCartney","McCartney",0,0,1,0,0,0,1,0,5,20,131,15
"You Won't See Me","When I call you up Your line's engaged I have had enough So act your age We have lost the time That was so hard to find And I will lose my mind If you won't see me (You won't see me) You won't see me (You won't see me)  I don't know why you Should want to hide But I can't get through My hands are tied I won't want to stay I don't have much to say But I can't turn away And you won't see me (You won't see me) You won't see me (You won't see me)  Time after time You refuse to even listen I wouldn't mind If I knew what I was missing  Though the days are few They're filled with tears And since I lost you It feels like years Yes, it seems so long Girl, since you've been gone And I just can't go on If you won't see me (You won't see me) You won't see me (You won't see me)  Time after time You refuse to even listen I wouldn't mind If I knew what I was missing  Though the days are few They're filled with tears And since I lost you It feels like years Yes, it seems so long Girl, since you've been gone And I just can't go on If you won't see me (You won't see me) You won't see me (You won't see me)","Rubber Soul","1965","McCartney","McCartney",0,0,1,0,0,0,1,0,7,3,79,-4
"You're Going to Lose That Girl"," You're going to lose that girl You're going to lose that girl If you don't take her out tonight She's going to change her mind And I will take her out tonight And I will treat her kind  You're going to lose that girl You're going to lose that girl If you don't treat her right, my friend You're going to find her gone Cos I will treat her right, and then You'll be the lonely one  You're going to lose that girl You're going to lose that girl I'll make a point Of taking her away from you, yeah The way you treat her what else can I do?  You're going to lose that girl You're going to lose that girl I'll make a point Of taking her away from you, yeah The way you treat her what else can I do?  If you don't take her out tonight She's going to change her mind And I will take her out tonight And I will treat her kind You're going to lose that girl You're going to lose that girl You're going to lose that girl","Help!","1965","Lennon","Lennon",0,1,0,0,0,1,0,0,12,2,71,-10
"You've Got to Hide Your Love Away","Here I stand head in hand Turn my face to the wall If she's gone I can't go on Feeling two-foot small  Everywhere people stare Each and every day I can see them laugh at me And I hear them say  Hey you've got to hide your love away Hey you've got to hide your love away  How can I even try I can never win Hearing them, seeing them In the state I'm in  How could she say to me Love will find a way Gather round all you clowns Let me hear you say  Hey you've got to hide your love away Hey you've got to hide your love away","Help!","1965","Lennon","Lennon",0,1,0,0,0,1,0,0,0,6,54,6
"Your Mother Should Know","Let's all get up and dance to a song That was a hit before your mother was born Though she was born a long, long time ago Your mother should know (Your mother should...) Your mother should know (...know) Sing it again Let's all get up and dance to a song That was a hit before your mother was born Though she was born a long, long time ago Your mother should know (Your mother should...) Your mother should know (...know)  Lift up your hearts and sing me a song That was a hit before your mother was born Though she was born a long, long time ago Your mother should know (Your mother should...) Your mother should know (...aaaaah) Your mother should know (Your mother should...) Your mother should know (...aaaaah)  Sing it again Da da da da... Though she was born a long, long time ago Your mother should know (Your mother should...) Your mother should know (...know) Your mother should know (Your mother should...) Your mother should know (...know) Your mother should know (Your mother should...) Your mother should know (...know)","Magical Mystery Tour","1967","McCartney","McCartney",0,0,1,0,0,0,1,0,0,0,87,0
